CLOCK,Plecturocebus_cupreus,,miniprot,2547,848,PASS,exact | miniprot-local
CLOCK,Puma_concolor,XP_025777170.1,refseq,2532,843,PASS,exact | coded_by:XM_025921385.1:387..2918
CLOCK,Rattus_norvegicus,NP_068628.2,refseq,2592,863,PASS,exact | coded_by:NM_021856.3:44..2635
CLOCK,Rhynchocyon_petersi,KAM6220772.1,refseq,2520,839,PASS,exact | elink+fasta_cds_na
CLOCK,Saccopteryx_bilineata,XP_066136131.1,refseq,2544,847,PASS,exact | coded_by:XM_066280034.1:920..3463
CLOCK,Sarcophilus_harrisii,XP_031799875.1,refseq,2562,853,PASS,exact | coded_by:XM_031944015.1:937..3498
CLOCK,Sciurus_vulgaris,XP_079009893.1,refseq,2571,856,PASS,exact | coded_by:XM_079153767.1:184..2754
CLOCK,Speothos_venaticus,,miniprot,1560,521,DROP,len aa=520 prot=521 | miniprot-local
CLOCK,Suricata_suricatta,XP_029801541.1,refseq,2532,843,PASS,exact | coded_by:XM_029945681.1:607..3138
CLOCK,Sylvilagus_floridanus,,miniprot,2556,851,PASS,exact | miniprot-local
CLOCK,Tapirus_terrestris,,miniprot,2604,869,DROP,len aa=868 prot=869 | miniprot-local
CLOCK,Tragelaphus_eurycerus,,miniprot,2538,845,PASS,exact | miniprot-local
CLOCK,Uromys_caudimaculatus,,miniprot,2610,869,PASS,exact | miniprot-local
CLOCK,Vicugna_pacos,XP_072799718.1,refseq,2811,936,PASS,exact | coded_by:XM_072943617.1:655..3465
CLOCK,Xerus_rutilus,,miniprot,2577,858,PASS,exact | miniprot-local
CRY1,Acinonyx_jubatus,XP_053082676.1,refseq,1764,587,PASS,exact | coded_by:XM_053226701.1:874..2637
CRY1,Acomys_cahirinus,,miniprot,1764,587,PASS,exact | miniprot-local
CRY1,Aepyceros_melampus,,miniprot,1496,497,DROP,cds not x3 (trim 2); 19 internal stop(s); len aa=498 prot=497 | miniprot-local
CRY1,Aotus_nancymaae,XP_012324588.3,refseq,1761,586,PASS,exact | coded_by:XM_012469165.3:589..2349
CRY1,Arvicanthis_niloticus,XP_076775918.1,refseq,1767,588,PASS,exact | coded_by:XM_076919803.1:887..2653
CRY1,Bos_taurus,NP_001098885.1,refseq,1764,587,PASS,exact | coded_by:NM_001105415.1:8..1771
CRY1,Callithrix_jacchus,XP_035114419.2,refseq,1761,586,PASS,exact | coded_by:XM_035258528.3:627..2387
CRY1,Camelus_bactrianus,XP_010968776.1,refseq,1761,586,PASS,exact | coded_by:XM_010970474.3:600..2360
CRY1,Caracal_caracal,,miniprot,1901,634,DROP,cds not x3 (trim 2); 4 internal stop(s); len aa=633 prot=634 | miniprot-local
CRY1,Cebus_imitator,XP_017396510.1,refseq,1761,586,PASS,exact | coded_by:XM_017541021.2:737..2497
CRY1,Choloepus_hoffmanni,,miniprot,1898,632,DROP,cds not x3 (trim 2); 3 internal stop(s) | miniprot-local
CRY1,Cynocephalus_volans,XP_062930896.1,refseq,1764,587,PASS,exact | coded_by:XM_063074826.1:861..2624
CRY1,Cynomys_ludovicianus,,miniprot,1903,632,DROP,cds not x3 (trim 1); 1 internal stop(s); len aa=634 prot=632 | miniprot-local
CRY1,Dasypus_novemcinctus,XP_023438815.1,refseq,1764,587,PASS,exact | coded_by:XM_023583047.3:883..2646
CRY1,Daubentonia_madagascariensis,,miniprot,1894,632,DROP,cds not x3 (trim 1); 27 internal stop(s); len aa=631 prot=632 | miniprot-local
CRY1,Eira_barbara,,miniprot,1900,633,DROP,cds not x3 (trim 1); 3 internal stop(s) | miniprot-local
CRY1,Equus_caballus,XP_001499263.1,refseq,1764,587,PASS,exact | coded_by:XM_001499213.6:958..2721
CRY1,Giraffa_tippelskirchi,,miniprot,1902,634,DROP,1 internal stop(s) | miniprot-local
CRY1,Gorilla_gorilla_gorilla,XP_063550353.1,refseq,1761,586,PASS,exact | coded_by:XM_063694283.1:589..2349
CRY1,Homo_sapiens,NP_001400387.1,refseq,1821,606,PASS,exact | coded_by:NM_001413458.1:589..2409
CRY1,Hyaena_hyaena,XP_039086368.1,refseq,1764,587,PASS,exact | coded_by:XM_039230437.1:598..2361
CRY1,Hylobates_pileatus,,miniprot,1899,632,PASS,exact | miniprot-local
CRY1,Ictidomys_tridecemlineatus,XP_077909007.1,refseq,1764,587,PASS,exact | coded_by:XM_078052881.1:894..2657
CRY1,Jaculus_jaculus,XP_045009281.1,refseq,1764,587,PASS,exact | coded_by:XM_045153346.1:642..2405
CRY1,Lagorchestes_hirsutus,,miniprot,1845,614,PASS,exact | miniprot-local
CRY1,Leopardus_geoffroyi,XP_045321371.1,refseq,1764,587,PASS,exact | coded_by:XM_045465415.1:888..2651
CRY1,Macrotis_lagotis,XP_074082874.1,refseq,1848,615,PASS,exact | coded_by:XM_074226773.1:127..1974
CRY1,Martes_flavigula,,miniprot,1900,633,DROP,cds not x3 (trim 1); 3 internal stop(s) | miniprot-local
CRY1,Microcebus_murinus,XP_012628233.1,refseq,1764,587,PASS,exact | coded_by:XM_012772779.2:658..2421
CRY1,Mirza_zaza,,miniprot,912,305,DROP,len aa=304 prot=305 | miniprot-local
CRY1,Myrmecobius_fasciatus,,miniprot,1842,613,PASS,exact | miniprot-local
CRY1,Nanger_dama,,miniprot,1901,633,DROP,cds not x3 (trim 2); 38 internal stop(s) | miniprot-local
CRY1,Nasua_narica,,miniprot,1902,634,DROP,1 internal stop(s) | miniprot-local
CRY1,Nycticebus_coucang,XP_053442629.1,refseq,1764,587,PASS,exact | coded_by:XM_053586654.1:850..2613
CRY1,Ochotona_princeps,XP_004589630.2,refseq,1764,587,PASS,exact | coded_by:XM_004589573.2:874..2637
CRY1,Octodon_degus,XP_023572918.1,refseq,1764,587,PASS,exact | coded_by:XM_023717150.1:147..1910
CRY1,Orycteropus_afer,XP_007946421.1,refseq,1764,587,PASS,exact | coded_by:XM_007948230.2:1..1764
CRY1,Paguma_larvata,,miniprot,1900,634,DROP,cds not x3 (trim 1); 1 internal stop(s); len aa=633 prot=634 | miniprot-local
CRY1,Pan_troglodytes,XP_016779596.2,refseq,1899,632,PASS,exact | coded_by:XM_016924107.4:941..2839
CRY1,Panthera_pardus,XP_019302235.1,refseq,1764,587,PASS,exact | coded_by:XM_019446690.2:860..2623
CRY1,Peromyscus_eremicus,XP_059101453.1,refseq,1764,587,PASS,exact | coded_by:XM_059245470.1:675..2438
CRY1,Phacochoerus_africanus,XP_047642420.1,refseq,1767,588,PASS,exact | coded_by:XM_047786464.1:18..1784
CRY1,Phalanger_gymnotis,,miniprot,1851,616,PASS,exact | miniprot-local
CRY1,Pipistrellus_pipistrellus,,miniprot,1902,632,DROP,3 internal stop(s); len aa=634 prot=632 | miniprot-local
CRY1,Plecturocebus_cupreus,,miniprot,1899,630,DROP,2 internal stop(s); len aa=632 prot=630 | miniprot-local
CRY1,Pseudocheirus_occidentalis,,miniprot,1689,562,PASS,exact | miniprot-local
CRY1,Puma_concolor,XP_025782500.1,refseq,1764,587,PASS,exact | coded_by:XM_025926715.1:1..1764
CRY1,Rattus_norvegicus,NP_942045.2,refseq,1767,588,PASS,exact | coded_by:NM_198750.2:537..2303
CRY1,Rhynchocyon_petersi,KAM6214761.1,refseq,1764,587,PASS,exact | elink+fasta_cds_na
CRY1,Sarcophilus_harrisii,XP_031794404.1,refseq,1842,613,PASS,exact | coded_by:XM_031938544.1:388..2229
CRY1,Sciurus_vulgaris,XP_078999220.1,refseq,1764,587,PASS,exact | coded_by:XM_079143094.1:916..2679
CRY1,Speothos_venaticus,,miniprot,1632,544,DROP,1 internal stop(s) | miniprot-local
CRY1,Suricata_suricatta,XP_029811092.1,refseq,1764,587,PASS,exact | coded_by:XM_029955232.1:619..2382
CRY1,Sylvilagus_floridanus,,miniprot,1901,632,DROP,cds not x3 (trim 2); 6 internal stop(s); len aa=633 prot=632 | miniprot-local
CRY1,Tapirus_terrestris,,miniprot,1896,633,DROP,len aa=632 prot=633 | miniprot-local
CRY1,Tragelaphus_eurycerus,,miniprot,1904,634,DROP,cds not x3 (trim 2); 5 internal stop(s) | miniprot-local
CRY1,Uromys_caudimaculatus,,miniprot,1767,588,PASS,exact | miniprot-local
CRY1,Vicugna_pacos,XP_006205926.1,refseq,1764,587,PASS,exact | coded_by:XM_006205864.3:732..2495
CRY1,Xerus_rutilus,,miniprot,1903,632,DROP,cds not x3 (trim 1); 1 internal stop(s); len aa=634 prot=632 | miniprot-local
CRY2,Acinonyx_jubatus,XP_026928625.1,refseq,1782,593,PASS,exact | coded_by:XM_027072824.2:29..1810
CRY2,Acomys_cahirinus,,miniprot,1839,612,PASS,exact | miniprot-local
CRY2,Aepyceros_melampus,,miniprot,1758,584,DROP,1 internal stop(s); len aa=585 prot=584 | miniprot-local
CRY2,Aotus_nancymaae,XP_012307855.1,refseq,1782,593,PASS,exact | coded_by:XM_012452432.2:18..1799
CRY2,Arvicanthis_niloticus,XP_076785412.1,refseq,1839,612,PASS,exact | coded_by:XM_076929297.1:57..1895
CRY2,Bos_taurus,NP_001276715.1,refseq,1758,585,PASS,exact | coded_by:NM_001289786.1:1..1758
CRY2,Callithrix_jacchus,XP_002755255.1,refseq,1782,593,PASS,exact | coded_by:XM_002755209.6:14..1795
CRY2,Camelus_bactrianus,XP_010962930.2,refseq,1782,593,PASS,exact | coded_by:XM_010964628.3:44..1825
CRY2,Caracal_caracal,,miniprot,1785,594,PASS,exact | miniprot-local
CRY2,Cebus_imitator,XP_017384856.1,refseq,1782,593,PASS,exact | coded_by:XM_017529367.2:86..1867
CRY2,Choloepus_hoffmanni,,miniprot,1692,564,PASS,exact | miniprot-local
CRY2,Cynocephalus_volans,XP_062949558.1,refseq,1788,595,PASS,exact | coded_by:XM_063093488.1:32..1819
CRY2,Cynomys_ludovicianus,,miniprot,1782,593,PASS,exact | miniprot-local
CRY2,Dasypus_novemcinctus,XP_058161466.1,refseq,1767,588,PASS,exact | coded_by:XM_058305483.1:74..1840
CRY2,Daubentonia_madagascariensis,,miniprot,1845,614,PASS,exact | miniprot-local
CRY2,Eira_barbara,,miniprot,1788,595,PASS,exact | miniprot-local
CRY2,Equus_caballus,XP_023509705.2,refseq,1785,594,PASS,exact | coded_by:XM_023653937.2:16..1800
CRY2,Giraffa_tippelskirchi,,miniprot,1857,618,PASS,exact | miniprot-local
CRY2,Gorilla_gorilla_gorilla,XP_055210718.1,refseq,1845,614,PASS,exact | coded_by:XM_055354743.2:43..1887
CRY2,Homo_sapiens,NP_066940.3,refseq,1782,593,PASS,exact | coded_by:NM_021117.5:17..1798
CRY2,Hyaena_hyaena,XP_039082709.1,refseq,1782,593,PASS,exact | coded_by:XM_039226778.1:10..1791
CRY2,Hylobates_pileatus,,miniprot,1608,536,PASS,exact | miniprot-local
CRY2,Ictidomys_tridecemlineatus,XP_021585313.2,refseq,1782,593,PASS,exact | coded_by:XM_021729638.3:32..1813
CRY2,Jaculus_jaculus,XP_044990642.1,refseq,1569,522,PASS,exact | coded_by:XM_045134707.1:202..1770
CRY2,Lagorchestes_hirsutus,,miniprot,1788,597,DROP,len aa=596 prot=597 | miniprot-local
CRY2,Leopardus_geoffroyi,XP_045342584.1,refseq,1782,593,PASS,exact | coded_by:XM_045486628.1:29..1810
CRY2,Macrotis_lagotis,XP_074086628.1,refseq,1830,609,PASS,exact | coded_by:XM_074230527.1:1..1830
CRY2,Martes_flavigula,,miniprot,1788,595,PASS,exact | miniprot-local
CRY2,Microcebus_murinus,XP_075858118.1,refseq,1782,593,PASS,exact | coded_by:XM_076002003.1:43..1824
CRY2,Mirza_zaza,,miniprot,1134,377,PASS,exact | miniprot-local
CRY2,Myrmecobius_fasciatus,,miniprot,1317,438,PASS,exact | miniprot-local
CRY2,Nanger_dama,,miniprot,1760,584,DROP,cds not x3 (trim 2); 12 internal stop(s); len aa=586 prot=584 | miniprot-local
CRY2,Nasua_narica,,miniprot,1782,593,PASS,exact | miniprot-local
CRY2,Nycticebus_coucang,XP_053416024.1,refseq,1839,612,PASS,exact | coded_by:XM_053560049.1:15..1853
CRY2,Ochotona_princeps,XP_004585434.2,refseq,1770,589,PASS,exact | coded_by:XM_004585377.2:43..1812
CRY2,Octodon_degus,XP_004627070.1,refseq,1782,593,PASS,exact | coded_by:XM_004627013.2:44..1825
CRY2,Orycteropus_afer,XP_007944720.1,refseq,1776,591,PASS,exact | coded_by:XM_007946529.2:1..1776
CRY2,Paguma_larvata,,miniprot,1788,595,PASS,exact | miniprot-local
CRY2,Pan_troglodytes,XP_016776215.1,refseq,1845,614,PASS,exact | coded_by:XM_016920726.3:104..1948
CRY2,Panthera_pardus,XP_019267810.1,refseq,1785,594,PASS,exact | coded_by:XM_019412265.2:24..1808
CRY2,Peromyscus_eremicus,XP_059116958.1,refseq,1779,592,PASS,exact | coded_by:XM_059260975.1:60..1838
CRY2,Phacochoerus_africanus,XP_047631868.1,refseq,1788,595,PASS,exact | coded_by:XM_047775912.1:16..1803
CRY2,Phalanger_gymnotis,,miniprot,1821,608,DROP,len aa=607 prot=608 | miniprot-local
CRY2,Pipistrellus_pipistrellus,,miniprot,1863,620,PASS,exact | miniprot-local
CRY2,Plecturocebus_cupreus,,miniprot,1845,614,PASS,exact | miniprot-local
CRY2,Pseudocheirus_occidentalis,,miniprot,1812,605,DROP,len aa=604 prot=605 | miniprot-local
CRY2,Puma_concolor,XP_025784175.1,refseq,1782,593,PASS,exact | coded_by:XM_025928390.1:1..1782
CRY2,Rattus_norvegicus,NP_596896.2,refseq,1785,594,PASS,exact | coded_by:NM_133405.2:3..1787
CRY2,Rhynchocyon_petersi,KAM6158859.1,refseq,1782,593,PASS,"exact | coded_by:join(JBHNZN010000012.1:51954348..51954562, JBHNZN010000012.1:51963561..51963669, JBHNZN010000012.1:51966076..51966218, JBHNZN010000012.1:51967726..51967910, JBHNZN010000012.1:51970042..51970130, JBHNZN010000012.1:51975432..51975572, JBHNZN010000012.1:51976605..51976916, JBHNZN010000012.1:51977158..51977309, JBHNZN010000012.1:51977404..51977606, JBHNZN010000012.1:51977937..51978029, JBHNZN010000012.1:51978947..51979086)"
CRY2,Saccopteryx_bilineata,XP_066107456.1,refseq,1782,593,PASS,exact | coded_by:XM_066251359.1:24..1805
CRY2,Sarcophilus_harrisii,XP_031799863.1,refseq,1800,599,PASS,exact | coded_by:XM_031944003.1:65..1864
CRY2,Sciurus_vulgaris,XP_078959157.1,refseq,1782,593,PASS,exact | coded_by:XM_079103031.1:33..1814
CRY2,Speothos_venaticus,,miniprot,1782,593,PASS,exact | miniprot-local
CRY2,Suricata_suricatta,XP_029812990.1,refseq,1782,593,PASS,exact | coded_by:XM_029957130.1:15..1796
CRY2,Sylvilagus_floridanus,,miniprot,1860,618,DROP,1 internal stop(s); len aa=619 prot=618 | miniprot-local
CRY2,Tapirus_terrestris,,miniprot,1842,613,PASS,exact | miniprot-local
CRY2,Tragelaphus_eurycerus,,miniprot,1758,585,PASS,exact | miniprot-local
CRY2,Uromys_caudimaculatus,,miniprot,1839,612,PASS,exact | miniprot-local
CRY2,Vicugna_pacos,XP_006212376.2,refseq,1782,593,PASS,exact | coded_by:XM_006212314.4:86..1867
CRY2,Xerus_rutilus,,miniprot,1782,593,PASS,exact | miniprot-local
CSNK1D,Acinonyx_jubatus,XP_026908171.2,refseq,1584,527,PASS,exact | coded_by:XM_027052370.2:226..1809
CSNK1D,Arvicanthis_niloticus,XP_076791410.1,refseq,1287,428,PASS,exact | coded_by:XM_076935295.1:317..1603
CSNK1D,Bos_taurus,NP_001095550.1,refseq,1230,409,PASS,exact | coded_by:NM_001102080.2:320..1549
CSNK1D,Callithrix_jacchus,XP_008996204.1,refseq,1284,427,PASS,exact | coded_by:XM_008997956.5:51..1334
CSNK1D,Camelus_bactrianus,XP_074200158.1,refseq,1287,428,PASS,exact | coded_by:XM_074344057.1:329..1615
CSNK1D,Cebus_imitator,XP_017380238.1,refseq,1248,415,PASS,exact | coded_by:XM_017524749.2:358..1605
CSNK1D,Cynocephalus_volans,XP_062937370.1,refseq,1248,415,PASS,exact | coded_by:XM_063081300.1:327..1574
CSNK1D,Dasypus_novemcinctus,XP_004463737.1,refseq,1248,415,PASS,exact | coded_by:XM_004463680.5:306..1553
CSNK1D,Equus_caballus,XP_023507484.1,refseq,1287,428,PASS,exact | coded_by:XM_023651716.2:427..1713
CSNK1D,Gorilla_gorilla_gorilla,XP_055245327.1,refseq,1353,450,PASS,exact | coded_by:XM_055389352.2:333..1685
CSNK1D,Homo_sapiens,NP_001884.2,refseq,1248,415,PASS,exact | coded_by:NM_001893.6:320..1567
CSNK1D,Hyaena_hyaena,XP_039082341.1,refseq,1287,428,PASS,exact | coded_by:XM_039226410.1:303..1589
CSNK1D,Ictidomys_tridecemlineatus,XP_077897490.1,refseq,1371,456,PASS,exact | coded_by:XM_078041364.1:290..1660
CSNK1D,Jaculus_jaculus,XP_004655096.1,refseq,1248,415,PASS,exact | coded_by:XM_004655039.3:303..1550
CSNK1D,Lagorchestes_hirsutus,,miniprot,1614,538,DROP,identity 25.8% < threshold | miniprot-local
CSNK1D,Leopardus_geoffroyi,XP_045345912.1,refseq,1548,515,PASS,exact | coded_by:XM_045489956.1:322..1869
CSNK1D,Macrotis_lagotis,XP_074080909.1,refseq,1353,450,PASS,exact | coded_by:XM_074224808.1:273..1625
CSNK1D,Martes_flavigula,,miniprot,1466,487,DROP,cds not x3 (trim 2); 2 internal stop(s); len aa=488 prot=487 | miniprot-local
CSNK1D,Microcebus_murinus,XP_012632716.1,refseq,1287,428,PASS,exact | coded_by:XM_012777262.3:320..1606
CSNK1D,Mirza_zaza,,miniprot,1749,584,DROP,len aa=583 prot=584 | miniprot-local
CSNK1D,Myrmecobius_fasciatus,,miniprot,1606,535,DROP,cds not x3 (trim 1); 30 internal stop(s) | miniprot-local
CSNK1D,Nanger_dama,,miniprot,1603,534,DROP,cds not x3 (trim 1); 7 internal stop(s) | miniprot-local
CSNK1D,Nycticebus_coucang,XP_053424244.1,refseq,1287,428,PASS,exact | coded_by:XM_053568269.1:368..1654
CSNK1D,Ochotona_princeps,XP_058531477.1,refseq,1287,428,PASS,exact | coded_by:XM_058675494.1:301..1587
CSNK1D,Octodon_degus,XP_023555061.1,refseq,1287,428,PASS,exact | coded_by:XM_023699293.1:329..1615
CSNK1D,Orycteropus_afer,XP_007957747.1,refseq,1248,415,PASS,exact | coded_by:XM_007959556.2:1..1248
CSNK1D,Panthera_pardus,XP_019321378.2,refseq,1584,527,PASS,exact | coded_by:XM_019465833.2:327..1910
CSNK1D,Peromyscus_eremicus,XP_059128307.1,refseq,1287,428,PASS,exact | coded_by:XM_059272324.1:330..1616
CSNK1D,Phacochoerus_africanus,XP_047614350.1,refseq,1248,415,PASS,exact | coded_by:XM_047758394.1:334..1581
CSNK1D,Phalanger_gymnotis,,miniprot,1605,535,DROP,identity 25.2% < threshold | miniprot-local
CSNK1D,Pseudocheirus_occidentalis,,miniprot,1616,539,DROP,cds not x3 (trim 2); 17 internal stop(s); len aa=538 prot=539 | miniprot-local
CSNK1D,Puma_concolor,XP_025783426.1,refseq,1116,371,PASS,exact | coded_by:XM_025927641.1:96..1211
CSNK1D,Rattus_norvegicus,NP_620691.2,refseq,1248,415,PASS,exact | coded_by:NM_139060.3:315..1562
CSNK1D,Rhynchocyon_petersi,KAM6164063.1,refseq,1248,415,PASS,"exact | coded_by:join(JBHNZN010000010.1:1180215..1180290, JBHNZN010000010.1:1183579..1183689, JBHNZN010000010.1:1190763..1190911, JBHNZN010000010.1:1191220..1191448, JBHNZN010000010.1:1191628..1191798, JBHNZN010000010.1:1192248..1192396, JBHNZN010000010.1:1193559..1193730, JBHNZN010000010.1:1194231..1194370, JBHNZN010000010.1:1197097..1197147)"
CSNK1D,Saccopteryx_bilineata,XP_066092461.1,refseq,1287,428,PASS,exact | coded_by:XM_066236364.1:331..1617
CSNK1D,Sarcophilus_harrisii,KAM9006180.1,refseq,1248,415,PASS,exact | elink+fasta_cds_na
CSNK1D,Sciurus_vulgaris,XP_078987146.1,refseq,1287,428,PASS,exact | coded_by:XM_079131020.1:317..1603
CSNK1D,Suricata_suricatta,XP_029784685.1,refseq,1287,428,PASS,exact | coded_by:XM_029928825.1:297..1583
CSNK1D,Uromys_caudimaculatus,,miniprot,1831,611,DROP,cds not x3 (trim 1); 20 internal stop(s); len aa=610 prot=611 | miniprot-local
CSNK1D,Vicugna_pacos,XP_072796029.1,refseq,1302,433,PASS,exact | coded_by:XM_072939928.1:326..1627
CSNK1E,Acinonyx_jubatus,XP_026926534.1,refseq,1374,457,PASS,exact | coded_by:XM_027070733.2:67..1440
CSNK1E,Acomys_cahirinus,,miniprot,1278,427,DROP,len aa=426 prot=427 | miniprot-local
CSNK1E,Aepyceros_melampus,,miniprot,1401,466,PASS,exact | miniprot-local
CSNK1E,Aotus_nancymaae,XP_064224116.1,refseq,1296,431,PASS,exact | coded_by:XM_064368046.1:196..1491
CSNK1E,Arvicanthis_niloticus,XP_076767745.1,refseq,1296,431,PASS,exact | coded_by:XM_076911630.1:38..1333
CSNK1E,Bos_taurus,NP_001071577.1,refseq,1401,466,PASS,exact | coded_by:NM_001078109.1:86..1486
CSNK1E,Callithrix_jacchus,XP_078196733.1,refseq,1296,431,PASS,exact | coded_by:XM_078340607.1:705..2000
CSNK1E,Camelus_bactrianus,XP_074231636.1,refseq,1377,458,PASS,exact | coded_by:XM_074375535.1:60..1436
CSNK1E,Caracal_caracal,,miniprot,1374,457,PASS,exact | miniprot-local
CSNK1E,Choloepus_hoffmanni,,miniprot,1377,458,PASS,exact | miniprot-local
CSNK1E,Cynocephalus_volans,XP_062931056.1,refseq,1251,416,PASS,exact | coded_by:XM_063074986.1:212..1462
CSNK1E,Cynomys_ludovicianus,,miniprot,1278,427,DROP,len aa=426 prot=427 | miniprot-local
CSNK1E,Dasypus_novemcinctus,XP_004466285.1,refseq,1251,416,PASS,exact | coded_by:XM_004466228.4:170..1420
CSNK1E,Daubentonia_madagascariensis,,miniprot,1276,426,DROP,cds not x3 (trim 1); 2 internal stop(s); len aa=425 prot=426 | miniprot-local
CSNK1E,Eira_barbara,,miniprot,1377,458,PASS,exact | miniprot-local
CSNK1E,Equus_caballus,XP_023487431.1,refseq,1296,431,PASS,exact | coded_by:XM_023631663.2:174..1469
CSNK1E,Giraffa_tippelskirchi,,miniprot,1431,476,PASS,exact | miniprot-local
CSNK1E,Gorilla_gorilla_gorilla,XP_018873811.2,refseq,1362,453,PASS,exact | coded_by:XM_019018266.3:367..1728
CSNK1E,Homo_sapiens,NP_001885.1,refseq,1251,416,PASS,exact | coded_by:NM_001894.5:112..1362
CSNK1E,Hylobates_pileatus,,miniprot,1362,453,PASS,exact | miniprot-local
CSNK1E,Ictidomys_tridecemlineatus,XP_077908859.1,refseq,1296,431,PASS,exact | coded_by:XM_078052733.1:131..1426
CSNK1E,Lagorchestes_hirsutus,,miniprot,1278,427,DROP,len aa=426 prot=427 | miniprot-local
CSNK1E,Macrotis_lagotis,XP_074083029.1,refseq,1125,374,PASS,exact | coded_by:XM_074226928.1:6274..7398
CSNK1E,Martes_flavigula,,miniprot,1377,458,PASS,exact | miniprot-local
CSNK1E,Microcebus_murinus,XP_075863103.1,refseq,1251,416,PASS,exact | coded_by:XM_076006988.1:339..1589
CSNK1E,Mirza_zaza,,miniprot,1278,427,DROP,len aa=426 prot=427 | miniprot-local
CSNK1E,Myrmecobius_fasciatus,,miniprot,1278,427,DROP,len aa=426 prot=427 | miniprot-local
CSNK1E,Nanger_dama,,miniprot,1401,465,DROP,2 internal stop(s); len aa=466 prot=465 | miniprot-local
CSNK1E,Nasua_narica,,miniprot,1377,458,PASS,exact | miniprot-local
CSNK1E,Nycticebus_coucang,XP_053440415.1,refseq,1296,431,PASS,exact | coded_by:XM_053584440.1:254..1549
CSNK1E,Ochotona_princeps,XP_058529101.1,refseq,1296,431,PASS,exact | coded_by:XM_058673118.1:81..1376
CSNK1E,Paguma_larvata,,miniprot,1377,458,PASS,exact | miniprot-local
CSNK1E,Pan_troglodytes,XP_054531720.2,refseq,1326,441,PASS,exact | coded_by:XM_054675745.2:344..1669
CSNK1E,Panthera_pardus,XP_053750663.1,refseq,1251,416,PASS,exact | coded_by:XM_053894688.1:256..1506
CSNK1E,Peromyscus_eremicus,XP_059103612.1,refseq,1254,417,PASS,exact | coded_by:XM_059247629.1:115..1368
CSNK1E,Phacochoerus_africanus,XP_047642212.1,refseq,1365,454,PASS,exact | coded_by:XM_047786256.1:72..1436
CSNK1E,Phalanger_gymnotis,,miniprot,1278,427,DROP,len aa=426 prot=427 | miniprot-local
CSNK1E,Pipistrellus_pipistrellus,,miniprot,1284,429,DROP,len aa=428 prot=429 | miniprot-local
CSNK1E,Plecturocebus_cupreus,,miniprot,1362,453,PASS,exact | miniprot-local
CSNK1E,Pseudocheirus_occidentalis,,miniprot,1278,427,DROP,len aa=426 prot=427 | miniprot-local
CSNK1E,Puma_concolor,XP_025782835.1,refseq,1251,416,PASS,exact | coded_by:XM_025927050.1:1..1251
CSNK1E,Rattus_norvegicus,NP_113805.1,refseq,1251,416,PASS,exact | coded_by:NM_031617.3:173..1423
CSNK1E,Rhynchocyon_petersi,KAM6215785.1,refseq,1251,416,PASS,exact | elink+fasta_cds_na
CSNK1E,Saccopteryx_bilineata,XP_066114345.1,refseq,1296,431,PASS,exact | coded_by:XM_066258248.1:32..1327
CSNK1E,Sarcophilus_harrisii,XP_031795734.1,refseq,1296,431,PASS,exact | coded_by:XM_031939874.1:68..1363
CSNK1E,Speothos_venaticus,,miniprot,1305,434,PASS,exact | miniprot-local
CSNK1E,Sylvilagus_floridanus,,miniprot,1293,432,DROP,len aa=431 prot=432 | miniprot-local
CSNK1E,Tapirus_terrestris,,miniprot,1362,453,PASS,exact | miniprot-local
CSNK1E,Tragelaphus_eurycerus,,miniprot,1401,466,PASS,exact | miniprot-local
CSNK1E,Uromys_caudimaculatus,,miniprot,1293,432,DROP,len aa=431 prot=432 | miniprot-local
CSNK1E,Vicugna_pacos,XP_072829613.1,refseq,1377,458,PASS,exact | coded_by:XM_072973512.1:36..1412
CSNK1E,Xerus_rutilus,,miniprot,1356,453,DROP,len aa=452 prot=453 | miniprot-local
FBXL3,Acinonyx_jubatus,XP_026920831.1,refseq,1287,428,PASS,exact | coded_by:XM_027065030.2:344..1630
FBXL3,Acomys_cahirinus,,miniprot,1287,428,PASS,exact | miniprot-local
FBXL3,Aepyceros_melampus,,miniprot,1289,428,DROP,cds not x3 (trim 2); 7 internal stop(s); len aa=429 prot=428 | miniprot-local
FBXL3,Aotus_nancymaae,XP_012327438.1,refseq,1287,428,PASS,exact | coded_by:XM_012472015.3:339..1625
FBXL3,Arvicanthis_niloticus,XP_034353164.1,refseq,1287,428,PASS,exact | coded_by:XM_034497273.2:226..1512
FBXL3,Bos_taurus,NP_001095716.1,refseq,966,321,PASS,exact | coded_by:NM_001102246.1:230..1195
FBXL3,Callithrix_jacchus,XP_035151782.1,refseq,1287,428,PASS,exact | coded_by:XM_035295891.3:162..1448
FBXL3,Camelus_bactrianus,XP_074234462.1,refseq,1293,430,PASS,exact | coded_by:XM_074378361.1:1200..2492
FBXL3,Caracal_caracal,,miniprot,1287,428,PASS,exact | miniprot-local
FBXL3,Cebus_imitator,XP_017354322.1,refseq,1287,428,PASS,exact | coded_by:XM_017498833.2:180..1466
FBXL3,Choloepus_hoffmanni,,miniprot,1290,429,PASS,exact | miniprot-local
FBXL3,Cynocephalus_volans,XP_062958383.1,refseq,1143,380,PASS,exact | coded_by:XM_063102313.1:86..1228
FBXL3,Cynomys_ludovicianus,,miniprot,1287,428,PASS,exact | miniprot-local
